date,entity_id,brand,category,marker_type,marker_label,change_point,stat_event_flag,top_peak_flag,bottom_peak_flag,event_severity_score,combined_marker_severity,shift_strength,price_index,demand_index,sentiment_index,search_index,ad_index,trend_residual,trend_residual_z,event_explanation,narrative
2025-06-07,514,FlexTech,smartwatches,top_peak,Top peak above trend,0,0,1,0,0.9429804678069786,1.925822869722798,-0.3951496935222423,136.18,60.05175141952298,0.6409004941562159,89.21063724568108,56.55,12.373129027344078,1.925822869722798,Positive deviation above current trend detected.,This point stands out as an upward spike above the recent trend.
2025-06-10,514,FlexTech,smartwatches,stat_event,Statistical anomaly detected,0,1,0,0,0.5609187348098464,0.5634023181155904,-1.0930223041611526,139.37,45.77453230072123,0.581570176526736,56.0186896458622,40.13,-3.031401387524781,-0.5634023181155904,sentiment dip + high search intent + review velocity,"The engine detected an abnormal movement compared with the recent baseline, indicating a likely event-driven change."
2025-06-14,514,FlexTech,smartwatches,stat_event,Statistical anomaly detected,0,1,1,0,1.3364933763451408,2.0373427115027978,-0.8429016137950143,143.48,65.28770295359504,0.6292542264792165,99.01394550365424,61.59,13.491139201207488,2.0373427115027978,ad surge + high search intent + review velocity,"The engine detected an abnormal movement compared with the recent baseline, indicating a likely event-driven change."
2025-06-16,514,FlexTech,smartwatches,stat_event,Statistical anomaly detected,0,1,0,0,0.7926136648686914,0.9500484660504557,-0.10187031537839886,138.96,43.07775693295125,0.6909603576951489,59.4709749718311,0.0,-7.343247976975995,-0.9500484660504557,high search intent + review velocity,"The engine detected an abnormal movement compared with the recent baseline, indicating a likely event-driven change."
2025-06-27,514,FlexTech,smartwatches,stat_event,Statistical anomaly detected,0,1,0,0,0.9096158853738932,1.0613236736915268,0.5559911302580147,137.06,50.77496010663342,0.6494283289770384,79.71433442750396,0.0,2.15792927866638,1.0613236736915268,high search intent + review velocity,"The engine detected an abnormal movement compared with the recent baseline, indicating a likely event-driven change."
2025-04-05,515,VintageGear,smartwatches,stat_event,Statistical anomaly detected,1,1,1,0,1.604696465750785,1.604696465750785,3.258817261404957,114.55,25.68267275623567,0.6551764875416951,7.464999107455254,25.78,2.8311617096298924,1.5264134703032683,demand jump,"The engine detected an abnormal movement compared with the recent baseline, indicating a likely event-driven change."
2025-04-08,515,VintageGear,smartwatches,stat_event,Statistical anomaly detected,1,1,0,1,0.9615072758802095,1.6202591368498973,4.1221386210532955,109.35,18.060423713827625,0.6209781694001079,0.0,0.0,-3.941376877637957,-1.6202591368498973,Abnormal movement detected relative to recent trend and signal baseline.,"The engine detected an abnormal movement compared with the recent baseline, indicating a likely event-driven change."
2025-04-09,515,VintageGear,smartwatches,stat_event,Statistical anomaly detected,1,1,0,0,0.7115673791940779,0.7115673791940779,3.6413454485817454,113.72,19.882111545377217,0.4976668380773753,1.4226949730792011,20.41,-1.5892304125083392,-0.6534627769276045,sentiment dip,"The engine detected an abnormal movement compared with the recent baseline, indicating a likely event-driven change."
2025-04-14,515,VintageGear,smartwatches,stat_event,Statistical anomaly detected,0,1,0,0,0.9974789115571099,0.9974789115571099,0.0867315422390007,115.07,22.025590323056043,0.5541405003295123,0.0,32.370000000000005,1.5168569361177333,0.9379822914840905,ad surge,"The engine detected an abnormal movement compared with the recent baseline, indicating a likely event-driven change."
2025-04-18,515,VintageGear,smartwatches,stat_event,Statistical anomaly detected,1,1,1,0,1.2369004802834846,1.6215233532715774,-1.312675326246712,116.62,23.347990069388892,0.7429361672212992,2.2647295948530526,17.18,1.4883950399731845,1.6215233532715774,sentiment spike,"The engine detected an abnormal movement compared with the recent baseline, indicating a likely event-driven change."
2025-04-22,515,VintageGear,smartwatches,bottom_peak,Bottom dip below trend,1,0,0,1,0.2065009743055833,1.5246294955541917,-1.2994321827318558,114.98,20.035049668964202,0.6165966187088912,0.0,11.94,-1.7061804879083375,-1.5246294955541917,Negative deviation below current trend detected.,This point stands out as a downward dip below the recent trend.
2025-05-06,515,VintageGear,smartwatches,bottom_peak,Bottom dip below trend,0,0,0,1,0.4490767534816583,2.0333799993624218,0.9824356753338108,113.79,19.614643726948255,0.5597963763558889,1.307178278571566,12.09,-1.0078698284537317,-2.0333799993624218,Negative deviation below current trend detected.,This point stands out as a downward dip below the recent trend.
2025-05-09,515,VintageGear,smartwatches,stat_event,Statistical anomaly detected,0,1,0,0,1.96172185806079,1.96172185806079,0.028719281167305155,0.0,21.05354251261668,0.6948420758525469,0.0,11.94,0.6366315695099516,1.1365172892833098,Abnormal movement detected relative to recent trend and signal baseline.,"The engine detected an abnormal movement compared with the recent baseline, indicating a likely event-driven change."
2025-05-10,515,VintageGear,smartwatches,bottom_peak,Bottom dip below trend,0,0,0,1,0.5847303480927063,1.531007754077284,-0.25561825998428134,112.91,19.04422391517219,0.5467952461800851,0.0,13.169999999999998,-1.1493294349940193,-1.531007754077284,Negative deviation below current trend detected.,This point stands out as a downward dip below the recent trend.
2025-05-13,515,VintageGear,smartwatches,bottom_peak,Bottom dip below trend,0,0,0,1,1.0199208686935632,1.7098862183691104,-1.1053888996749137,117.24,18.10304567424745,0.529114910666101,0.0,9.33,-1.7317139400094241,-1.7098862183691104,Negative deviation below current trend detected.,This point stands out as a downward dip below the recent trend.
2025-05-18,515,VintageGear,smartwatches,stat_event,Statistical anomaly detected,0,1,0,0,1.7225380862614084,1.7225380862614084,-0.7345015178637908,0.0,20.81805657411902,0.6447079812969809,0.0,15.77,0.9916582520855712,0.9382178663963336,Abnormal movement detected relative to recent trend and signal baseline.,"The engine detected an abnormal movement compared with the recent baseline, indicating a likely event-driven change."
2025-05-19,515,VintageGear,smartwatches,stat_event,Statistical anomaly detected,0,1,0,0,0.9742308472009095,0.9742308472009095,-0.5678830180501038,118.31,18.493466233119754,0.4962138664826322,0.0,14.51,-1.1377658300347484,-0.9725350189164329,sentiment dip,"The engine detected an abnormal movement compared with the recent baseline, indicating a likely event-driven change."
2025-06-03,515,VintageGear,smartwatches,bottom_peak,Bottom dip below trend,0,0,0,1,1.084938292748141,2.1957197758089557,0.34649843764999844,115.24,17.816045601197867,0.5585904922645912,0.6625168879444941,3.1,-1.4061944974471778,-2.1957197758089557,Negative deviation below current trend detected.,This point stands out as a downward dip below the recent trend.
2025-06-07,515,VintageGear,smartwatches,top_peak,Top peak above trend,0,0,1,0,0.8701142068510499,1.7903745197884982,-0.3951496935222423,116.43,22.32112271908239,0.665760134344309,0.3812117886819659,23.5,2.473529261979028,1.7903745197884982,Positive deviation above current trend detected.,This point stands out as an upward spike above the recent trend.
2025-06-15,515,VintageGear,smartwatches,stat_event,Statistical anomaly detected,0,1,0,0,0.8666372955077803,0.8666372955077803,-0.5447747494820092,112.95,19.55104576361586,0.705147466286842,0.0,0.0,-0.4805811105318476,-0.7724732963729497,Abnormal movement detected relative to recent trend and signal baseline.,"The engine detected an abnormal movement compared with the recent baseline, indicating a likely event-driven change."
2025-06-16,515,VintageGear,smartwatches,stat_event,Statistical anomaly detected,0,1,0,1,0.9332838404321744,1.763202746495062,-0.10187031537839886,117.39,18.743033543077047,0.6516514578141861,0.0,0.0,-1.2456021135332982,-1.763202746495062,Abnormal movement detected relative to recent trend and signal baseline.,"The engine detected an abnormal movement compared with the recent baseline, indicating a likely event-driven change."
2025-06-17,515,VintageGear,smartwatches,top_peak,Top peak above trend,0,0,1,0,0.5734586964376942,1.6125908145451446,0.10229669648336426,113.7,21.584540198122877,0.7004088555485203,0.0,14.29,1.465520889704269,1.6125908145451446,Positive deviation above current trend detected.,This point stands out as an upward spike above the recent trend.
2025-06-19,515,VintageGear,smartwatches,stat_event,Statistical anomaly detected,0,1,1,0,1.0601351300745578,1.7112523050248047,0.7385203697722886,113.36,22.941714997287534,0.7310008177147836,4.079210915555493,10.239999999999998,2.5099414954840924,1.7112523050248047,sentiment spike,"The engine detected an abnormal movement compared with the recent baseline, indicating a likely event-driven change."
2025-06-21,515,VintageGear,smartwatches,stat_event,Statistical anomaly detected,1,1,0,0,1.4155480547090202,1.5000410879824297,1.3886218960326673,120.7,23.820023837139683,0.5704501129494233,4.247454404117383,31.334897832560152,2.918102271034549,1.5000410879824297,ad surge + demand jump,"The engine detected an abnormal movement compared with the recent baseline, indicating a likely event-driven change."
2025-06-22,515,VintageGear,smartwatches,stat_event,Statistical anomaly detected,1,1,0,0,1.538908070585381,1.538908070585381,1.3385032036506601,111.83,25.036835469702403,0.6836222737965572,2.6617403156364388,25.158556146712098,3.351229659870615,1.4144743328130571,demand jump,"The engine detected an abnormal movement compared with the recent baseline, indicating a likely event-driven change."
2025-06-23,515,VintageGear,smartwatches,stat_event,Statistical anomaly detected,1,1,0,0,0.9770380423415456,0.9770380423415456,1.3210884628170376,114.89,23.65180798884485,0.6253990596377009,4.69837324533577,22.60591874202301,1.2649486867605226,0.6142563692906174,demand jump,"The engine detected an abnormal movement compared with the recent baseline, indicating a likely event-driven change."
2025-04-08,516,BlastAudio,bluetooth_speakers,stat_event,Statistical anomaly detected,1,1,0,0,1.0000043764142945,1.0000043764142945,4.1221386210532955,77.28,51.34203811169083,0.6517170669428585,60.11046066060268,47.52,-2.854739913332523,-0.6174791395945621,sentiment dip + high search intent + review velocity,"The engine detected an abnormal movement compared with the recent baseline, indicating a likely event-driven change."
2025-04-12,516,BlastAudio,bluetooth_speakers,top_peak,Top peak above trend,1,0,1,0,0.269235341085668,1.9411261702788003,1.6548822643624348,78.69,63.164756915129686,0.7647472340152897,86.12880824537325,52.76,7.467985437481808,1.9411261702788003,Positive deviation above current trend detected.,This point stands out as an upward spike above the recent trend.
2025-04-13,516,BlastAudio,bluetooth_speakers,stat_event,Statistical anomaly detected,0,1,0,0,1.2965447062762117,1.2965447062762117,0.6664044690518267,79.15,53.5706685251767,0.8293713983574007,80.39776387531441,0.0,-1.9232895333798723,-0.4897258523640907,high search intent + review velocity,"The engine detected an abnormal movement compared with the recent baseline, indicating a likely event-driven change."
2025-04-27,516,BlastAudio,bluetooth_speakers,bottom_peak,Bottom dip below trend,0,0,0,1,0.505594149490455,1.6797269171060858,0.37949320286462296,79.35,52.47816153577793,0.748293824974126,58.451238862564416,52.24,-7.1892777428587,-1.6797269171060858,Negative deviation below current trend detected.,This point stands out as a downward dip below the recent trend.
2025-05-01,516,BlastAudio,bluetooth_speakers,stat_event,Statistical anomaly detected,0,1,0,1,1.8182236092212947,2.1843983906001845,1.0749604845542393,76.19,29.28783445831894,0.7410558856224899,0.0,56.62,-24.028845529638517,-2.1843983906001845,Abnormal movement detected relative to recent trend and signal baseline.,"The engine detected an abnormal movement compared with the recent baseline, indicating a likely event-driven change."
2025-05-08,516,BlastAudio,bluetooth_speakers,stat_event,Statistical anomaly detected,0,1,0,0,0.7681385150400972,1.1786020214771513,0.5973525344555952,75.61,60.255882640828304,0.9127971069774878,74.51231379609712,47.05,2.797559137974062,1.1786020214771513,sentiment spike + high search intent + review velocity,"The engine detected an abnormal movement compared with the recent baseline, indicating a likely event-driven change."
2025-05-09,516,BlastAudio,bluetooth_speakers,top_peak,Top peak above trend,0,0,1,0,0.5596874161801236,1.785433542541347,0.028719281167305155,79.98,65.23901912825683,0.8103076807261884,94.09519181041594,48.75,6.384247643342697,1.785433542541347,Positive deviation above current trend detected.,This point stands out as an upward spike above the recent trend.
2025-05-25,516,BlastAudio,bluetooth_speakers,stat_event,Statistical anomaly detected,0,1,0,1,3.105237103789656,3.105237103789656,0.7225529813707112,0.0,29.80904637349023,0.7658030915660153,0.0,55.48,-27.721778643112874,-2.035222048460459,Abnormal movement detected relative to recent trend and signal baseline.,"The engine detected an abnormal movement compared with the recent baseline, indicating a likely event-driven change."
2025-06-13,516,BlastAudio,bluetooth_speakers,top_peak,Top peak above trend,0,0,1,0,1.292701520529039,1.688483111447804,-0.8617536613873042,91.23433665307178,70.80518552713707,0.7407201451320238,97.30902502431032,58.26,6.276470401508533,1.688483111447804,Positive deviation above current trend detected.,This point stands out as an upward spike above the recent trend.
2025-06-16,516,BlastAudio,bluetooth_speakers,bottom_peak,Bottom dip below trend,0,0,0,1,0.719959010075403,1.7252508127181854,-0.10187031537839886,83.6858288242436,53.879234090207476,0.7449655762756451,62.48325926231079,45.14,-10.084732414253288,-1.7252508127181854,Negative deviation below current trend detected.,This point stands out as a downward dip below the recent trend.
2025-06-24,516,BlastAudio,bluetooth_speakers,top_peak,Top peak above trend,1,0,1,0,0.9283284083457026,1.628088151086811,1.3371846041365032,81.37,68.97479391146618,0.8003926485820889,93.53520337455532,62.42,8.987380760037965,1.628088151086811,Positive deviation above current trend detected.,This point stands out as an upward spike above the recent trend.
2025-06-26,516,BlastAudio,bluetooth_speakers,stat_event,Statistical anomaly detected,0,1,0,0,1.0510172941306588,1.2310969756588934,0.9712633543894071,75.22,68.42210876583763,0.8232812151596806,94.71612896440926,65.83,7.128892178900074,1.2310969756588934,ad surge + high search intent + review velocity,"The engine detected an abnormal movement compared with the recent baseline, indicating a likely event-driven change."
2025-04-01,517,MiniTech,bluetooth_speakers,stat_event,Statistical anomaly detected,0,1,0,0,0.9343834092502487,0.9343834092502487,0.4390980576212371,26.46,47.60785168184273,0.5524171251250906,82.68275638845643,0.0,0.0,0.0,high search intent + review velocity,"The engine detected an abnormal movement compared with the recent baseline, indicating a likely event-driven change."
2025-04-02,517,MiniTech,bluetooth_speakers,stat_event,Statistical anomaly detected,0,1,0,0,0.983608220951899,0.983608220951899,1.037482313246798,24.85,61.10279336090112,0.6888231167503887,100.0,28.9601473816932,0.0,0.0,sentiment spike + high search intent + review velocity,"The engine detected an abnormal movement compared with the recent baseline, indicating a likely event-driven change."
2025-04-06,517,MiniTech,bluetooth_speakers,bottom_peak,Bottom dip below trend,1,0,0,1,0.703634507093671,1.9120828836237849,4.093863338526262,25.81,23.555698904302133,0.5522552734070392,0.0,43.73964346884662,-28.722838855126746,-1.9120828836237849,Negative deviation below current trend detected.,This point stands out as a downward dip below the recent trend.
2025-04-09,517,MiniTech,bluetooth_speakers,stat_event,Statistical anomaly detected,1,1,0,0,1.088259777575516,1.088259777575516,3.6413454485817454,26.21,53.727388145586275,0.5406708875795996,100.0,0.0,0.1317751567518215,0.009778283238766956,high search intent + review velocity,"The engine detected an abnormal movement compared with the recent baseline, indicating a likely event-driven change."
2025-04-27,517,MiniTech,bluetooth_speakers,top_peak,Top peak above trend,0,0,1,0,0.9776214227016742,1.9606486731507657,0.37949320286462296,31.33313738055425,60.07676436752129,0.5986503507446227,99.15351508156743,34.24441885610349,29.727161173417215,1.9606486731507657,Positive deviation above current trend detected.,This point stands out as an upward spike above the recent trend.
2025-04-28,517,MiniTech,bluetooth_speakers,stat_event,Statistical anomaly detected,0,1,0,0,1.3046222099366094,1.3046222099366094,0.58972233908964,32.10691505149147,51.0378620593898,0.473521558441887,79.41134585019289,22.56138788685687,16.489261062343836,1.0072074224368452,sentiment dip + high search intent + review velocity,"The engine detected an abnormal movement compared with the recent baseline, indicating a likely event-driven change."
2025-04-30,517,MiniTech,bluetooth_speakers,stat_event,Statistical anomaly detected,0,1,0,0,1.334200712536933,1.334200712536933,1.0698475831801915,28.910081742834137,56.474637963555026,0.404186415296666,99.47716628380972,33.04160102476152,11.528220175995216,0.7051539063106543,sentiment dip + high search intent + review velocity,"The engine detected an abnormal movement compared with the recent baseline, indicating a likely event-driven change."
2025-05-03,517,MiniTech,bluetooth_speakers,stat_event,Statistical anomaly detected,1,1,0,0,0.8771692687376172,0.8771692687376172,1.3041062428782197,26.07,56.11312627773913,0.4758969261915295,99.18147900347655,35.982376644670474,-1.0665392139916534,-0.34596205487869036,sentiment dip + high search intent,"The engine detected an abnormal movement compared with the recent baseline, indicating a likely event-driven change."
2025-05-08,517,MiniTech,bluetooth_speakers,bottom_peak,Bottom dip below trend,0,0,0,1,0.5676907574760702,2.258204768932132,0.5973525344555952,26.26,21.941314085928376,0.6047021549429096,0.0,29.127095366388456,-31.43889323039761,-2.258204768932132,Negative deviation below current trend detected.,This point stands out as a downward dip below the recent trend.
2025-05-10,517,MiniTech,bluetooth_speakers,stat_event,Statistical anomaly detected,0,1,0,0,2.2652945743407917,2.2652945743407917,-0.25561825998428134,0.0,21.454390748763387,0.504773080397129,0.1915547809404814,35.54008568587474,-21.72392961425175,-1.0925795222122805,Abnormal movement detected relative to recent trend and signal baseline.,"The engine detected an abnormal movement compared with the recent baseline, indicating a likely event-driven change."
2025-05-14,517,MiniTech,bluetooth_speakers,top_peak,Top peak above trend,1,0,1,0,0.5542983587273644,1.6774638331678253,-1.4583610332735617,27.06,24.640859550291005,0.6032798907114787,0.0,32.523740547379354,2.1873370873696807,1.6774638331678253,Positive deviation above current trend detected.,This point stands out as an upward spike above the recent trend.
2025-05-21,517,MiniTech,bluetooth_speakers,top_peak,Top peak above trend,0,0,1,0,0.377944240966026,2.260810852716566,0.06891237639716508,25.55,57.6068741873047,0.5801397564319359,98.7522205104409,30.607539567187565,29.895529837914143,2.260810852716566,Positive deviation above current trend detected.,This point stands out as an upward spike above the recent trend.
2025-05-27,517,MiniTech,bluetooth_speakers,bottom_peak,Bottom dip below trend,0,0,0,1,0.5308401688271284,1.5204849664215352,1.158926412051585,26.31,21.280860020295673,0.575126586198811,0.0,26.70026420633793,-26.58411116155317,-1.5204849664215352,Negative deviation below current trend detected.,This point stands out as a downward dip below the recent trend.
2025-06-06,517,MiniTech,bluetooth_speakers,stat_event,Statistical anomaly detected,0,1,0,0,1.2623191087012215,1.2623191087012215,-0.29378428768600173,26.39,17.94142572581387,0.6120885971490071,0.0,0.0,-19.34542513536626,-1.10753852339256,Abnormal movement detected relative to recent trend and signal baseline.,"The engine detected an abnormal movement compared with the recent baseline, indicating a likely event-driven change."
2025-06-07,517,MiniTech,bluetooth_speakers,stat_event,Statistical anomaly detected,0,1,0,0,0.8325997223660385,0.8325997223660385,-0.3951496935222423,26.15,25.4609016040014,0.682795339548088,3.8747863626514034,34.17080785014888,-6.922647876571659,-0.4710228474996053,sentiment spike,"The engine detected an abnormal movement compared with the recent baseline, indicating a likely event-driven change."
2025-06-16,517,MiniTech,bluetooth_speakers,top_peak,Top peak above trend,0,0,1,0,0.5213389631343114,1.7086766267603464,-0.10187031537839886,25.77,58.54341412093192,0.5653137014359368,99.73647419507373,35.37926703143492,26.791491687238707,1.7086766267603464,Positive deviation above current trend detected.,This point stands out as an upward spike above the recent trend.
2025-06-24,517,MiniTech,bluetooth_speakers,stat_event,Statistical anomaly detected,1,1,0,1,2.1238054907271193,2.1238054907271193,1.3371846041365032,0.0,20.77586368976459,0.5460421524239195,0.5880212969574594,25.91721958930416,-28.65296915877485,-1.9265377754301667,Abnormal movement detected relative to recent trend and signal baseline.,"The engine detected an abnormal movement compared with the recent baseline, indicating a likely event-driven change."
2025-04-06,518,StudioWave,bluetooth_speakers,stat_event,Statistical anomaly detected,1,1,1,0,1.135151066536241,1.9646716391464412,4.093863338526262,186.02,66.18134958514096,0.8140133369280426,93.8089986606295,60.92,18.623070699216264,1.9646716391464412,ad surge + demand jump + high search intent,"The engine detected an abnormal movement compared with the recent baseline, indicating a likely event-driven change."
2025-04-12,518,StudioWave,bluetooth_speakers,stat_event,Statistical anomaly detected,1,1,0,0,0.7188123078245809,0.7188123078245809,1.6548822643624348,190.69,54.91436661383535,0.9432636584643456,60.001176391057626,45.1,3.4005442029200452,0.4668845346573538,sentiment spike + high search intent + review velocity,"The engine detected an abnormal movement compared with the recent baseline, indicating a likely event-driven change."
2025-04-16,518,StudioWave,bluetooth_speakers,stat_event,Statistical anomaly detected,0,1,0,0,0.9443178085710896,0.9443178085710896,-0.6577234737456479,193.43,47.82603933877967,0.6303277776474868,57.50892192590679,41.62,-1.0570910337722736,-0.23560489306041696,sentiment dip + high search intent + review velocity,"The engine detected an abnormal movement compared with the recent baseline, indicating a likely event-driven change."
2025-04-17,518,StudioWave,bluetooth_speakers,stat_event,Statistical anomaly detected,0,1,0,0,0.7460620680319776,0.7460620680319776,-1.0686326488241207,190.19,53.17691460136749,0.6912873055656439,68.4916951311809,49.45,3.136618120917227,0.7153406251692747,sentiment dip + high search intent + review velocity,"The engine detected an abnormal movement compared with the recent baseline, indicating a likely event-driven change."
2025-04-19,518,StudioWave,bluetooth_speakers,top_peak,Top peak above trend,1,0,1,0,0.8415900369602706,1.7208340044904318,-1.469978813777935,180.59,60.89799930204661,0.7717013641929895,81.19814920169425,47.96,9.12266282726403,1.7208340044904318,Positive deviation above current trend detected.,This point stands out as an upward spike above the recent trend.
2025-04-24,518,StudioWave,bluetooth_speakers,stat_event,Statistical anomaly detected,0,1,0,0,1.616523446276901,1.9723261612137593,-0.4845806506413126,187.04,69.94079187834745,0.7850795165858454,99.36667131355284,70.90842779877521,13.907931718010218,1.9723261612137593,ad surge + demand jump + high search intent,"The engine detected an abnormal movement compared with the recent baseline, indicating a likely event-driven change."
2025-04-25,518,StudioWave,bluetooth_speakers,stat_event,Statistical anomaly detected,0,1,0,0,1.7352822465425246,1.7352822465425246,-0.3059265495300636,202.04,70.22631402906745,0.761535179787873,98.26121536161789,62.74573970455404,11.520370786483973,1.3618434414784188,ad surge + demand jump + high search intent,"The engine detected an abnormal movement compared with the recent baseline, indicating a likely event-driven change."
2025-04-27,518,StudioWave,bluetooth_speakers,stat_event,Statistical anomaly detected,0,1,0,0,0.7319084070858934,0.7319084070858934,0.37949320286462296,186.16,58.798613116206354,0.8214536765176469,69.774424317496,58.70506304878704,-0.8806465399609849,-0.11350416624818047,ad surge + high search intent + review velocity,"The engine detected an abnormal movement compared with the recent baseline, indicating a likely event-driven change."
2025-05-04,518,StudioWave,bluetooth_speakers,stat_event,Statistical anomaly detected,1,1,0,1,2.5182306498648206,2.5182306498648206,1.2906391232710988,0.0,29.09010979132171,0.831673986088114,0.0,44.1,-18.66430051627686,-2.1125931414688965,Abnormal movement detected relative to recent trend and signal baseline.,"The engine detected an abnormal movement compared with the recent baseline, indicating a likely event-driven change."
2025-05-14,518,StudioWave,bluetooth_speakers,stat_event,Statistical anomaly detected,1,1,0,1,1.3864230060868268,2.2251699895546295,-1.4583610332735617,187.66,30.213523662524427,0.9318682441682952,0.0,41.57,-20.868715198758192,-2.2251699895546295,sentiment spike,"The engine detected an abnormal movement compared with the recent baseline, indicating a likely event-driven change."
2025-05-21,518,StudioWave,bluetooth_speakers,bottom_peak,Bottom dip below trend,0,0,0,1,0.7013340785992566,1.5941660309141392,0.06891237639716508,183.66,39.85471864107999,0.8163057849560277,33.56323390497022,37.42,-9.859895686127892,-1.5941660309141392,Negative deviation below current trend detected.,This point stands out as a downward dip below the recent trend.
2025-05-25,518,StudioWave,bluetooth_speakers,stat_event,Statistical anomaly detected,0,1,1,0,1.2912487369632566,1.8216531221948846,0.7225529813707112,193.42,64.96670016636091,0.8323544744139819,87.0547693957745,66.74809174420068,14.337465902246777,1.8216531221948846,ad surge + high search intent + review velocity,"The engine detected an abnormal movement compared with the recent baseline, indicating a likely event-driven change."
2025-05-30,518,StudioWave,bluetooth_speakers,stat_event,Statistical anomaly detected,0,1,0,0,0.5525737413469161,0.5632871085269695,0.9671633198384697,189.45,48.757305688507586,0.9458089790378356,47.604774294114456,44.39,-4.682052214365356,-0.5632871085269695,sentiment spike + high search intent + review velocity,"The engine detected an abnormal movement compared with the recent baseline, indicating a likely event-driven change."
2025-06-04,518,StudioWave,bluetooth_speakers,bottom_peak,Bottom dip below trend,0,0,0,1,0.9344782154549761,1.6876494665149495,0.3837592929022904,196.35,40.67480764351738,0.723666466217119,32.99803042931599,43.47,-6.83071637430001,-1.6876494665149495,Negative deviation below current trend detected.,This point stands out as a downward dip below the recent trend.
2025-06-11,518,StudioWave,bluetooth_speakers,top_peak,Top peak above trend,1,0,1,0,1.0265737546202596,1.771052939332341,-1.296212926832922,199.43,62.10720510103491,0.8521704161195082,80.90328245497795,53.39,8.172242222759436,1.771052939332341,Positive deviation above current trend detected.,This point stands out as an upward spike above the recent trend.
2025-06-17,518,StudioWave,bluetooth_speakers,stat_event,Statistical anomaly detected,0,1,0,1,1.4759226403586403,1.8305278543389911,0.10229669648336426,181.16,27.62234515042875,0.7256230100285834,0.0,44.92,-21.32004301504835,-1.8305278543389911,Abnormal movement detected relative to recent trend and signal baseline.,"The engine detected an abnormal movement compared with the recent baseline, indicating a likely event-driven change."
2025-06-22,518,StudioWave,bluetooth_speakers,stat_event,Statistical anomaly detected,1,1,0,0,0.7079452588166452,0.7079452588166452,1.3385032036506601,190.91,46.25493060791769,0.9427047703307684,39.7638830084462,42.98,2.154050746952038,0.27983900483113755,sentiment spike + review velocity,"The engine detected an abnormal movement compared with the recent baseline, indicating a likely event-driven change."
2025-04-07,519,ChargeTech,power_banks,stat_event,Statistical anomaly detected,1,1,0,0,1.1179602555486066,1.2661902164682728,4.6292650497191445,44.01,49.192291735349684,0.6666161272773323,60.83206890476853,43.9,-5.996181477016215,-1.2661902164682728,sentiment dip + high search intent + review velocity,"The engine detected an abnormal movement compared with the recent baseline, indicating a likely event-driven change."
2025-04-09,519,ChargeTech,power_banks,stat_event,Statistical anomaly detected,1,1,0,1,1.6599753754555702,2.038870486196368,3.6413454485817454,46.1,28.73971261440803,0.8060390777916586,0.0,47.8,-22.148098537934583,-2.038870486196368,Abnormal movement detected relative to recent trend and signal baseline.,"The engine detected an abnormal movement compared with the recent baseline, indicating a likely event-driven change."
2025-04-10,519,ChargeTech,power_banks,stat_event,Statistical anomaly detected,1,1,0,0,1.1651502115451111,1.1651502115451111,3.0771471168743787,42.61,50.83972618591346,0.7426576911907747,62.59113453118666,36.84,0.941260975774135,0.09016528538244048,high search intent + review velocity,"The engine detected an abnormal movement compared with the recent baseline, indicating a likely event-driven change."
2025-04-18,519,ChargeTech,power_banks,top_peak,Top peak above trend,1,0,1,0,0.42260479767611875,1.6180155204341087,-1.312675326246712,45.31,60.6637674718134,0.7421409988082333,81.79230414484016,51.57,5.412236807967972,1.6180155204341087,Positive deviation above current trend detected.,This point stands out as an upward spike above the recent trend.
2025-04-19,519,ChargeTech,power_banks,stat_event,Statistical anomaly detected,1,1,0,0,1.3601430434899364,1.3601430434899364,-1.469978813777935,49.04,59.36588506060267,0.723281483412357,83.07486150443549,51.77,3.0306459959597305,0.9294796003855202,price spike + high search intent + review velocity,"The engine detected an abnormal movement compared with the recent baseline, indicating a likely event-driven change."
2025-04-20,519,ChargeTech,power_banks,stat_event,Statistical anomaly detected,1,1,0,1,1.8109794831042763,1.8109794831042763,-1.4781148477003185,44.26,47.38459075561667,0.6690628163580589,68.74389076722363,0.0,-8.085670770066251,-1.735216061037533,sentiment dip + high search intent + review velocity,"The engine detected an abnormal movement compared with the recent baseline, indicating a likely event-driven change."
2025-04-22,519,ChargeTech,power_banks,stat_event,Statistical anomaly detected,1,1,0,1,1.5156296541604024,2.082315128402594,-1.2994321827318558,44.39,28.50665016533929,0.7757883905376437,1.4139876044455222,45.82,-24.484111031700873,-2.082315128402594,Abnormal movement detected relative to recent trend and signal baseline.,"The engine detected an abnormal movement compared with the recent baseline, indicating a likely event-driven change."
2025-04-23,519,ChargeTech,power_banks,stat_event,Statistical anomaly detected,0,1,0,0,0.925072426172361,0.925072426172361,-0.8995445605321208,42.59,54.5372658979925,0.7383888364065233,68.96406518039932,42.86,1.736317534672608,0.14821807927261738,high search intent + review velocity,"The engine detected an abnormal movement compared with the recent baseline, indicating a likely event-driven change."
2025-04-29,519,ChargeTech,power_banks,bottom_peak,Bottom dip below trend,0,0,0,1,0.7729622508423339,1.51518477210474,0.9368803466388869,46.73,52.15320255618974,0.7575218647489025,61.63872807571445,39.48,-2.864166375690658,-1.51518477210474,Negative deviation below current trend detected.,This point stands out as a downward dip below the recent trend.
